query-id	corpus-id	score
13863	277	1
6670	277	1
6670	893	1
6670	16	1
6670	278	1
2026	279	1
2026	666	1
2026	277	1
22780	281	1
22780	279	1
11956	312	1
11956	894	1
11956	284	1
12968	532	1
12968	894	1
12968	284	1
23718	484	1
23718	284	1
23718	283	1
9931	484	1
9931	532	1
9931	284	1
3320	894	1
3320	284	1
3320	283	1
8042	312	1
8042	484	1
8042	284	1
19184	283	1
19184	284	1
18893	283	1
18893	284	1
6322	534	1
6322	353	1
811	312	1
811	311	1
811	353	1
360	312	1
360	311	1
360	353	1
22035	286	1
22035	311	1
22035	353	1
8009	286	1
8009	311	1
8009	353	1
10264	286	1
10264	311	1
10264	353	1
22700	286	1
22700	311	1
22700	353	1
15420	312	1
15420	311	1
15420	353	1
5033	353	1
5033	532	1
17515	353	1
17515	532	1
21963	353	1
21963	532	1
8233	353	1
8233	532	1
164	353	1
164	532	1
10378	353	1
10378	532	1
6080	348	1
6080	353	1
16961	348	1
16961	287	1
16961	353	1
20414	348	1
20414	287	1
20414	353	1
7666	293	1
7666	895	1
7666	896	1
6354	293	1
6354	294	1
6354	896	1
18966	293	1
18966	895	1
18966	896	1
39	293	1
39	895	1
39	896	1
1223	293	1
1223	895	1
1223	896	1
15839	293	1
15839	895	1
15839	896	1
376	293	1
376	895	1
376	896	1
16107	118	1
16107	121	1
16107	120	1
22344	119	1
22344	121	1
22344	120	1
14192	118	1
14192	121	1
14192	120	1
14262	118	1
14262	121	1
14262	120	1
8217	118	1
8217	121	1
8217	120	1
17912	118	1
17912	121	1
17912	120	1
21994	118	1
21994	121	1
21994	120	1
16983	118	1
16983	121	1
16983	120	1
321	120	1
321	121	1
321	119	1
321	118	1
10659	222	1
10659	351	1
10659	227	1
8753	222	1
8753	351	1
8753	180	1
8753	227	1
2292	222	1
2292	351	1
2292	227	1
22541	222	1
22541	351	1
22541	227	1
10641	222	1
10641	351	1
10641	180	1
10641	227	1
4222	222	1
4222	351	1
4222	227	1
1429	222	1
1429	351	1
1429	227	1
9550	222	1
9550	351	1
9550	227	1
4799	222	1
4799	351	1
4799	180	1
4799	227	1
19497	222	1
19497	351	1
19497	227	1
6356	897	1
6356	670	1
6356	227	1
6356	175	1
19345	223	1
19345	897	1
19345	178	1
19345	175	1
3205	898	1
3205	897	1
3205	227	1
3205	175	1
10661	174	1
10661	899	1
23011	174	1
23011	899	1
23057	227	1
23057	228	1
16799	175	1
16799	900	1
11820	901	1
11820	174	1
11820	175	1
6984	901	1
6984	174	1
6984	175	1
7399	901	1
7399	174	1
7399	175	1
2941	901	1
2941	174	1
2941	175	1
6994	901	1
6994	174	1
6994	175	1
4085	901	1
4085	174	1
4085	175	1
17646	900	1
17646	227	1
12585	306	1
12585	308	1
22395	406	1
22395	308	1
6063	1	1
6063	0	1
6063	301	1
11321	902	1
11321	304	1
23129	1	1
23129	308	1
17527	305	1
17527	306	1
17527	110	1
17527	106	1
23417	305	1
23417	306	1
23417	110	1
23417	106	1
10798	306	1
10798	400	1
10798	110	1
10798	106	1
13630	305	1
13630	306	1
13630	110	1
13630	106	1
6416	305	1
6416	306	1
6416	110	1
6416	106	1
2396	305	1
2396	306	1
2396	110	1
2396	106	1
1070	305	1
1070	306	1
1070	110	1
1070	106	1
9704	305	1
9704	306	1
9704	110	1
9704	106	1
4105	301	1
4105	106	1
4112	174	1
4112	0	1
23675	161	1
23675	0	1
23675	1	1
18067	175	1
18067	0	1
2987	553	1
2987	0	1
2987	1	1
6908	406	1
6908	0	1
14079	161	1
14079	0	1
13491	405	1
13491	0	1
10206	405	1
10206	174	1
1233	104	1
1233	903	1
10683	406	1
10683	178	1
12334	405	1
12334	903	1
1525	406	1
1525	903	1
16226	174	1
16226	175	1
16226	498	1
23305	175	1
23305	498	1
23305	90	1
10784	174	1
10784	227	1
10784	90	1
14081	175	1
14081	112	1
14081	90	1
8105	174	1
8105	175	1
8105	498	1
18665	175	1
18665	498	1
18665	90	1
23211	174	1
23211	175	1
23211	498	1
4242	174	1
4242	175	1
4242	90	1
16545	174	1
16545	227	1
16545	498	1
9250	174	1
9250	175	1
9250	90	1
22617	175	1
22617	0	1
22617	1	1
9905	174	1
9905	0	1
9905	1	1
16144	175	1
16144	0	1
16144	1	1
14513	174	1
14513	0	1
14513	1	1
14207	175	1
14207	0	1
14207	1	1
10035	174	1
10035	0	1
10035	1	1
5598	175	1
5598	0	1
5598	1	1
4908	174	1
4908	0	1
4908	1	1
1242	175	1
1242	0	1
1242	1	1
9081	174	1
9081	0	1
9081	1	1
6404	180	1
6404	299	1
8031	180	1
8031	229	1
16297	304	1
16297	306	1
16297	174	1
22301	311	1
22301	180	1
5343	5	1
5343	301	1
5343	0	1
5343	1	1
2297	299	1
2297	265	1
2297	0	1
2297	1	1
16997	5	1
16997	238	1
16997	0	1
16997	1	1
8985	5	1
8985	0	1
8985	1	1
8985	305	1
18144	299	1
18144	265	1
18144	0	1
18144	1	1
4178	5	1
4178	238	1
4178	0	1
4178	1	1
4516	5	1
4516	0	1
4516	1	1
4516	305	1
21352	299	1
21352	265	1
21352	0	1
21352	1	1
6037	299	1
6037	0	1
6037	1	1
6037	305	1
1650	301	1
1650	180	1
16926	299	1
16926	178	1
21855	0	1
21855	227	1
10115	178	1
10115	904	1
5790	1	1
5790	902	1
22770	0	1
22770	1	1
22770	300	1
4082	0	1
4082	1	1
4082	300	1
5146	0	1
5146	1	1
5146	300	1
22387	0	1
22387	1	1
22387	300	1
12979	0	1
12979	1	1
12979	300	1
17219	0	1
17219	1	1
17219	300	1
9344	0	1
9344	1	1
9344	300	1
15358	0	1
15358	1	1
15358	300	1
9955	0	1
9955	1	1
9955	300	1
8780	306	1
8780	305	1
8780	905	1
23505	305	1
23505	405	1
23505	906	1
13886	405	1
13886	905	1
15000	305	1
15000	905	1
7962	305	1
7962	906	1
16094	305	1
16094	906	1
10509	405	1
10509	905	1
22104	305	1
22104	906	1
9101	305	1
9101	905	1
23715	907	1
23715	908	1
23715	909	1
22293	907	1
22293	908	1
22293	909	1
23122	907	1
23122	908	1
23122	909	1
15722	907	1
15722	908	1
15722	909	1
18657	907	1
18657	908	1
18657	909	1
6467	907	1
6467	908	1
6467	909	1
495	907	1
495	908	1
495	909	1
13434	907	1
13434	908	1
13434	909	1
1740	907	1
1740	908	1
1740	909	1
13786	678	1
13786	321	1
13786	316	1
6929	678	1
6929	321	1
6929	322	1
1639	678	1
1639	324	1
1639	316	1
7823	678	1
7823	321	1
7823	322	1
11850	678	1
11850	321	1
11850	322	1
7110	678	1
7110	321	1
7110	322	1
22173	678	1
22173	324	1
22173	316	1
11264	678	1
11264	321	1
11264	322	1
1268	319	1
1268	555	1
14966	310	1
14966	644	1
3838	310	1
3838	648	1
23449	310	1
23449	644	1
20114	310	1
20114	648	1
4284	310	1
4284	648	1
11497	310	1
11497	644	1
4520	310	1
4520	648	1
20047	310	1
20047	648	1
15034	310	1
15034	648	1
18586	310	1
18586	648	1
3017	911	1
3017	321	1
3017	677	1
17049	912	1
17049	315	1
20006	318	1
20006	680	1
20006	677	1
1335	318	1
1335	680	1
1335	677	1
13175	318	1
13175	677	1
5264	318	1
5264	680	1
5264	677	1
21453	318	1
21453	680	1
21453	677	1
2997	318	1
2997	680	1
2997	677	1
12280	318	1
12280	680	1
12280	677	1
14371	319	1
14371	326	1
22276	677	1
22276	676	1
12869	319	1
12869	326	1
678	319	1
678	676	1
2651	319	1
2651	677	1
10850	680	1
10850	681	1
10850	913	1
10850	329	1
1921	681	1
1921	913	1
1921	330	1
1921	329	1
2766	327	1
2766	326	1
2766	317	1
18835	327	1
18835	326	1
18835	317	1
2096	326	1
2096	317	1
2096	679	1
2096	242	1
21051	326	1
21051	317	1
21051	679	1
21051	242	1
23477	327	1
23477	326	1
23477	677	1
13504	327	1
13504	326	1
13504	677	1
11382	327	1
11382	326	1
11382	679	1
11382	242	1
14492	327	1
14492	326	1
14492	679	1
14492	242	1
19170	327	1
19170	326	1
19170	679	1
19170	242	1
11043	327	1
11043	326	1
11043	677	1
17135	327	1
17135	326	1
17135	679	1
17135	242	1
1550	333	1
1550	914	1
1550	331	1
12072	333	1
12072	331	1
12072	332	1
8474	333	1
8474	331	1
22889	333	1
22889	331	1
10105	333	1
10105	331	1
10425	333	1
10425	331	1
10425	332	1
17893	256	1
17893	248	1
4869	43	1
4869	248	1
4869	334	1
16764	248	1
16764	256	1
16764	334	1
16072	43	1
16072	248	1
16072	334	1
17364	43	1
17364	248	1
17364	334	1
9392	248	1
9392	256	1
9392	334	1
6962	248	1
6962	256	1
6962	334	1
9587	248	1
9587	256	1
9587	334	1
6534	248	1
6534	256	1
6534	334	1
15214	256	1
15214	43	1
15214	259	1
19146	256	1
19146	43	1
19146	248	1
12919	256	1
12919	43	1
12919	248	1
20294	256	1
20294	43	1
20294	248	1
4141	256	1
4141	43	1
4141	248	1
14377	256	1
14377	43	1
14377	248	1
1034	256	1
1034	43	1
1034	248	1
22031	256	1
22031	43	1
22031	248	1
19008	256	1
19008	43	1
19008	248	1
17474	256	1
17474	43	1
17474	248	1
21534	334	1
21534	44	1
21534	43	1
21534	248	1
4998	334	1
4998	43	1
4998	256	1
7640	334	1
7640	43	1
7640	248	1
7640	256	1
994	334	1
994	43	1
994	248	1
994	256	1
15853	334	1
15853	43	1
15853	248	1
15853	256	1
14339	334	1
14339	43	1
14339	248	1
14339	256	1
8924	334	1
8924	43	1
8924	248	1
8924	256	1
18864	805	1
18864	85	1
22320	810	1
22320	82	1
18985	915	1
18985	85	1
10542	810	1
10542	82	1
23575	810	1
23575	82	1
14053	92	1
14053	77	1
14053	916	1
14053	917	1
10707	918	1
10707	506	1
8895	919	1
8895	85	1
22410	764	1
22410	920	1
22410	506	1
15580	764	1
15580	919	1
15580	89	1
7368	764	1
7368	919	1
7368	89	1
5579	764	1
5579	919	1
5579	85	1
3293	78	1
3293	919	1
3293	85	1
13247	77	1
13247	918	1
20026	99	1
20026	587	1
5749	506	1
5749	765	1
12314	99	1
12314	506	1
12314	918	1
22778	99	1
22778	506	1
22778	918	1
6606	99	1
6606	506	1
6606	587	1
14356	77	1
14356	506	1
14356	918	1
12550	77	1
12550	506	1
12550	765	1
18896	77	1
18896	506	1
18896	918	1
16300	506	1
16300	921	1
16300	922	1
16300	923	1
3497	77	1
3497	504	1
3497	922	1
3497	923	1
2532	105	1
2532	506	1
2532	922	1
2532	923	1
7669	77	1
7669	921	1
7669	922	1
7669	923	1
9606	506	1
9606	504	1
9606	922	1
9606	923	1
1892	77	1
1892	921	1
1892	922	1
1892	923	1
10855	77	1
10855	921	1
10855	922	1
10855	923	1
21644	105	1
21644	506	1
21644	922	1
21644	923	1
20175	511	1
20175	586	1
20175	924	1
20175	919	1
4914	92	1
4914	528	1
4914	924	1
4914	919	1
8620	92	1
8620	89	1
8620	924	1
8620	919	1
17115	511	1
17115	86	1
17115	924	1
17115	919	1
8997	92	1
8997	89	1
8997	924	1
8997	919	1
22610	511	1
22610	586	1
22610	924	1
22610	919	1
14649	511	1
14649	528	1
14649	924	1
14649	919	1
16589	89	1
16589	586	1
16589	924	1
16589	919	1
4298	511	1
4298	86	1
4298	924	1
4298	919	1
18241	89	1
18241	528	1
18241	924	1
18241	919	1
14271	234	1
14271	233	1
14271	925	1
16540	234	1
16540	233	1
16540	925	1
18725	234	1
18725	233	1
18725	925	1
6211	234	1
6211	233	1
6211	925	1
9456	234	1
9456	233	1
9456	925	1
17097	234	1
17097	233	1
17097	925	1
5923	234	1
5923	233	1
5923	925	1
21982	234	1
21982	233	1
21982	925	1
737	234	1
737	233	1
737	925	1
7792	346	1
7792	926	1
18640	346	1
18640	927	1
19504	346	1
19504	926	1
8774	346	1
8774	927	1
14504	346	1
14504	926	1
12119	346	1
12119	927	1
9376	927	1
9376	928	1
9376	346	1
21287	927	1
21287	928	1
21287	346	1
3052	927	1
3052	928	1
3052	346	1
12141	927	1
12141	928	1
12141	346	1
16865	927	1
16865	928	1
16865	346	1
4388	927	1
4388	928	1
4388	346	1
11237	929	1
11237	346	1
5625	927	1
5625	928	1
5625	346	1
11887	927	1
11887	928	1
11887	346	1
17447	219	1
17447	930	1
6779	692	1
6779	219	1
9068	931	1
9068	219	1
23254	932	1
23254	219	1
8318	932	1
8318	219	1
13959	932	1
13959	219	1
20342	932	1
20342	219	1
16802	933	1
16802	219	1
23679	934	1
23679	219	1
10409	692	1
10409	219	1
21459	874	1
21459	224	1
21459	174	1
10118	874	1
10118	224	1
10118	174	1
2373	874	1
2373	224	1
2373	227	1
22816	874	1
22816	224	1
22816	174	1
6489	874	1
6489	224	1
6489	174	1
14175	874	1
14175	224	1
14175	227	1
10664	874	1
10664	224	1
10664	174	1
14306	874	1
14306	224	1
14306	227	1
9338	874	1
9338	224	1
9338	174	1
3051	935	1
3051	353	1
16833	348	1
16833	936	1
16833	290	1
16833	353	1
6088	348	1
6088	936	1
6088	290	1
6088	353	1
13167	937	1
13167	938	1
13167	939	1
15619	940	1
15619	357	1
15619	356	1
7626	358	1
7626	356	1
7626	357	1
3765	357	1
3765	356	1
3765	941	1
2908	357	1
2908	356	1
2908	941	1
20145	357	1
20145	356	1
20145	941	1
19650	357	1
19650	356	1
19650	941	1
9174	357	1
9174	356	1
9174	941	1
23547	357	1
23547	356	1
23547	355	1
23547	941	1
5000	942	1
5000	943	1
11398	361	1
11398	697	1
21580	361	1
21580	944	1
21580	697	1
6167	361	1
6167	944	1
6167	697	1
2797	361	1
2797	944	1
2797	697	1
17931	694	1
17931	174	1
15970	694	1
15970	227	1
6231	694	1
6231	174	1
12235	694	1
12235	174	1
19171	694	1
19171	227	1
16793	694	1
16793	174	1
14932	360	1
14932	226	1
11014	360	1
11014	226	1
2382	697	1
2382	361	1
21496	697	1
21496	361	1
7303	697	1
7303	360	1
13936	697	1
13936	361	1
14764	697	1
14764	360	1
17970	697	1
17970	361	1
19930	697	1
19930	361	1
10848	697	1
10848	360	1
19431	697	1
19431	361	1
3650	694	1
3650	179	1
3650	174	1
5768	694	1
5768	227	1
5768	179	1
8114	694	1
8114	179	1
8114	174	1
102	694	1
102	179	1
102	174	1
5797	694	1
5797	179	1
5797	174	1
5647	694	1
5647	179	1
5647	174	1
19516	694	1
19516	179	1
19516	174	1
9861	944	1
9861	699	1
9861	360	1
9861	697	1
823	944	1
823	699	1
823	361	1
823	697	1
15381	944	1
15381	699	1
15381	360	1
15381	697	1
7599	176	1
7599	174	1
22845	177	1
22845	180	1
12583	363	1
12583	174	1
2180	177	1
2180	180	1
21074	699	1
21074	174	1
3733	174	1
3733	944	1
3733	697	1
13851	227	1
13851	700	1
13851	697	1
22763	227	1
22763	700	1
22763	226	1
19676	174	1
19676	700	1
19676	226	1
7570	227	1
7570	700	1
7570	226	1
1394	174	1
1394	700	1
1394	226	1
7054	227	1
7054	700	1
7054	226	1
11418	174	1
11418	700	1
11418	226	1
5427	227	1
5427	700	1
5427	697	1
10097	177	1
10097	175	1
8887	177	1
8887	361	1
8887	228	1
20518	177	1
20518	360	1
20518	365	1
20518	228	1
1097	177	1
1097	361	1
1097	228	1
1097	226	1
12612	177	1
12612	361	1
12612	228	1
12612	226	1
18900	370	1
18900	368	1
18900	369	1
12791	370	1
12791	369	1
12791	367	1
2544	370	1
2544	367	1
2693	370	1
2693	369	1
2693	367	1
20400	370	1
20400	369	1
3114	370	1
3114	367	1
21138	370	1
21138	368	1
15224	370	1
15224	367	1
6958	370	1
6958	369	1
6958	367	1
7370	705	1
7370	370	1
3111	369	1
3111	370	1
3019	371	1
3019	369	1
21202	369	1
21202	368	1
21202	370	1
939	369	1
939	367	1
939	370	1
939	371	1
6298	369	1
6298	368	1
6298	371	1
3228	369	1
3228	367	1
3228	370	1
3228	371	1
23620	369	1
23620	368	1
23620	370	1
3674	369	1
3674	367	1
3674	370	1
3674	371	1
5005	369	1
5005	368	1
5005	370	1
1220	369	1
1220	368	1
1220	371	1
19041	369	1
19041	368	1
19041	370	1
10363	371	1
10363	369	1
928	370	1
928	368	1
18003	371	1
18003	369	1
16584	371	1
16584	368	1
277	370	1
277	369	1
22664	371	1
22664	369	1
16451	371	1
16451	368	1
23686	370	1
23686	369	1
12382	371	1
12382	368	1
10506	350	1
10506	288	1
10506	348	1
13920	945	1
13920	273	1
15350	273	1
15350	288	1
15350	348	1
19098	273	1
19098	288	1
19098	348	1
2158	273	1
2158	348	1
8899	350	1
8899	381	1
8899	287	1
8899	375	1
11103	350	1
11103	381	1
11103	287	1
11103	375	1
6028	350	1
6028	381	1
6028	287	1
6028	375	1
3496	350	1
3496	381	1
3496	287	1
3496	375	1
2835	350	1
2835	381	1
2835	287	1
2835	375	1
292	273	1
292	350	1
292	287	1
292	375	1
5011	384	1
5011	946	1
5011	947	1
10186	384	1
10186	382	1
13758	702	1
13758	385	1
14625	384	1
14625	382	1
14906	384	1
14906	947	1
13208	384	1
13208	382	1
17175	702	1
17175	385	1
9477	130	1
9477	389	1
19602	130	1
19602	394	1
19602	389	1
450	130	1
450	708	1
17868	393	1
17868	390	1
5572	393	1
5572	130	1
7692	393	1
7692	130	1
18789	130	1
18789	399	1
21444	130	1
21444	390	1
17230	130	1
17230	392	1
13143	130	1
13143	392	1
180	130	1
180	392	1
7436	130	1
7436	392	1
16883	130	1
16883	392	1
16134	130	1
16134	392	1
2250	130	1
2250	392	1
12625	130	1
12625	392	1
8626	393	1
8626	388	1
8626	394	1
21976	393	1
21976	394	1
1714	388	1
1714	392	1
22404	393	1
22404	394	1
14876	388	1
14876	394	1
18819	393	1
18819	394	1
22876	392	1
22876	130	1
22876	393	1
4586	392	1
4586	130	1
3508	392	1
3508	393	1
3784	392	1
3784	130	1
149	392	1
149	388	1
7914	392	1
7914	130	1
7914	393	1
5006	130	1
5006	393	1
4685	392	1
4685	130	1
9056	130	1
9056	388	1
4356	393	1
4356	394	1
11401	393	1
11401	398	1
19858	393	1
19858	395	1
20551	393	1
20551	708	1
18048	393	1
18048	130	1
20650	393	1
20650	394	1
18257	393	1
18257	398	1
19967	393	1
19967	395	1
13319	398	1
13319	394	1
9974	130	1
9974	392	1
16273	130	1
16273	393	1
12673	130	1
12673	393	1
9114	130	1
9114	393	1
23725	130	1
23725	393	1
19933	130	1
19933	393	1
9798	393	1
9798	391	1
3478	393	1
3478	395	1
9853	388	1
9853	398	1
15859	394	1
15859	391	1
5254	130	1
5254	398	1
11805	393	1
11805	390	1
22936	393	1
22936	391	1
22504	130	1
22504	390	1
20804	388	1
20804	398	1
11225	130	1
11225	391	1
206	130	1
206	398	1
13961	392	1
13961	395	1
5492	130	1
5492	398	1
19679	130	1
19679	391	1
12723	130	1
12723	395	1
15578	130	1
15578	398	1
23576	130	1
23576	391	1
2245	394	1
2245	395	1
17398	394	1
17398	395	1
9998	394	1
9998	398	1
16647	394	1
16647	395	1
17727	130	1
17727	393	1
13259	130	1
13259	393	1
9057	130	1
9057	393	1
22125	393	1
22125	388	1
22125	399	1
5180	393	1
5180	391	1
357	393	1
357	389	1
357	392	1
22092	393	1
22092	388	1
22092	399	1
995	393	1
995	388	1
995	399	1
20526	393	1
20526	388	1
20526	391	1
14614	393	1
14614	388	1
14614	389	1
20016	393	1
20016	389	1
11741	130	1
11741	392	1
20574	130	1
20574	392	1
477	388	1
477	392	1
15073	392	1
15073	397	1
22348	392	1
22348	397	1
9624	388	1
9624	130	1
21308	393	1
21308	130	1
4745	393	1
4745	130	1
7902	393	1
7902	130	1
1485	393	1
1485	130	1
18216	393	1
18216	392	1
11669	393	1
11669	130	1
13305	393	1
13305	130	1
6752	393	1
6752	130	1
15076	393	1
15076	130	1
5710	393	1
5710	130	1
119	393	1
119	130	1
732	393	1
732	708	1
732	394	1
15942	393	1
15942	399	1
15942	394	1
5287	393	1
5287	394	1
19037	388	1
19037	394	1
3902	393	1
3902	708	1
3024	393	1
3024	392	1
15241	506	1
15241	402	1
1857	405	1
1857	43	1
9854	77	1
9854	48	1
9854	47	1
22966	674	1
22966	405	1
22966	43	1
14253	405	1
14253	43	1
634	506	1
634	48	1
5636	506	1
5636	47	1
20004	674	1
20004	43	1
10280	506	1
10280	402	1
5642	43	1
5642	306	1
5642	304	1
7162	43	1
7162	306	1
7162	304	1
10595	43	1
10595	306	1
10595	304	1
17746	43	1
17746	306	1
17746	304	1
14005	43	1
14005	306	1
14005	304	1
1021	43	1
1021	306	1
1021	304	1
5302	43	1
5302	306	1
5302	304	1
19292	43	1
19292	306	1
19292	304	1
1404	43	1
1404	306	1
1404	304	1
1005	43	1
1005	306	1
1005	304	1
22204	674	1
22204	305	1
22204	43	1
11413	674	1
11413	305	1
11413	44	1
3823	674	1
3823	305	1
3823	43	1
5495	674	1
5495	305	1
5495	43	1
1974	674	1
1974	305	1
1974	43	1
2639	674	1
2639	305	1
2639	43	1
2648	674	1
2648	305	1
2648	43	1
8413	674	1
8413	305	1
8413	43	1
10259	674	1
10259	305	1
10259	43	1
6701	404	1
6701	43	1
10465	404	1
10465	89	1
22530	407	1
22530	76	1
3613	77	1
3613	43	1
18634	89	1
18634	257	1
11480	404	1
11480	89	1
2927	77	1
2927	43	1
2024	403	1
2024	44	1
2024	43	1
21983	304	1
21983	48	1
21983	46	1
17532	306	1
17532	43	1
17532	401	1
3319	305	1
3319	43	1
3319	403	1
20626	304	1
20626	43	1
20626	403	1
8077	306	1
8077	43	1
8077	401	1
7284	305	1
7284	43	1
7284	403	1
13350	92	1
13350	89	1
13350	403	1
13350	43	1
18952	92	1
18952	89	1
18952	403	1
18952	404	1
12004	403	1
12004	43	1
8408	403	1
8408	43	1
9738	403	1
9738	43	1
11392	43	1
11392	401	1
1855	43	1
1855	401	1
14252	43	1
14252	401	1
9493	401	1
9493	43	1
9493	44	1
9493	257	1
10495	401	1
10495	43	1
10495	44	1
10495	257	1
7241	401	1
7241	43	1
7241	44	1
7241	257	1
15374	401	1
15374	43	1
15374	44	1
15374	257	1
4646	401	1
4646	43	1
4646	44	1
4646	257	1
20490	401	1
20490	43	1
20490	44	1
20490	257	1
6055	401	1
6055	43	1
6055	44	1
6055	257	1
12816	401	1
12816	43	1
12816	44	1
12816	257	1
22940	401	1
22940	43	1
22940	44	1
22940	257	1
20893	306	1
20893	405	1
20893	47	1
4708	406	1
4708	43	1
7668	506	1
7668	403	1
13274	405	1
13274	43	1
11022	506	1
11022	403	1
8798	506	1
8798	43	1
18743	506	1
18743	403	1
4653	306	1
4653	43	1
4653	77	1
4653	506	1
20122	306	1
20122	43	1
20122	403	1
20320	306	1
20320	43	1
20320	506	1
10077	674	1
10077	43	1
10077	403	1
22045	674	1
22045	43	1
22045	403	1
12478	674	1
12478	43	1
12478	403	1
4503	43	1
4503	401	1
1715	306	1
1715	43	1
14882	403	1
14882	404	1
14882	304	1
14882	674	1
15479	304	1
15479	404	1
10902	305	1
10902	43	1
16413	400	1
16413	404	1
3217	47	1
3217	43	1
4810	76	1
4810	46	1
21799	400	1
21799	404	1
5017	305	1
5017	257	1
20677	76	1
20677	46	1
6171	403	1
6171	73	1
6171	85	1
9755	46	1
9755	404	1
22987	48	1
22987	401	1
14624	401	1
14624	403	1
1326	43	1
1326	403	1
1326	402	1
1326	47	1
7805	43	1
7805	403	1
7805	402	1
7805	47	1
16959	76	1
16959	406	1
16959	405	1
20520	43	1
20520	403	1
20520	402	1
20520	47	1
13356	404	1
13356	47	1
19939	404	1
19939	402	1
10572	404	1
10572	403	1
17688	404	1
17688	47	1
11353	404	1
11353	403	1
3789	404	1
3789	403	1
1226	404	1
1226	402	1
601	404	1
601	47	1
17087	404	1
17087	306	1
22566	404	1
22566	305	1
11975	404	1
11975	306	1
11975	305	1
17171	404	1
17171	674	1
17171	305	1
4028	404	1
4028	305	1
5077	404	1
5077	305	1
13625	404	1
13625	305	1
3445	407	1
3445	404	1
3445	403	1
3326	404	1
3326	46	1
3326	48	1
23033	46	1
23033	48	1
23033	405	1
16150	403	1
16150	46	1
16150	304	1
23165	46	1
23165	48	1
23165	406	1
16682	404	1
16682	46	1
16682	48	1
19264	403	1
19264	46	1
19264	304	1
17620	407	1
17620	404	1
17620	46	1
348	46	1
348	48	1
348	406	1
22784	404	1
22784	46	1
22784	48	1
537	43	1
537	403	1
5363	43	1
5363	506	1
10361	43	1
10361	506	1
6584	43	1
6584	506	1
3402	43	1
3402	506	1
6061	43	1
6061	506	1
157	43	1
157	506	1
4286	43	1
4286	506	1
5947	400	1
5947	305	1
5947	43	1
13476	406	1
13476	402	1
13476	48	1
18219	305	1
18219	43	1
3212	406	1
3212	402	1
1712	400	1
1712	48	1
21528	406	1
21528	402	1
99	406	1
99	43	1
22678	305	1
22678	48	1
19665	406	1
19665	402	1
9168	406	1
9168	43	1
6711	400	1
6711	46	1
6711	47	1
14523	43	1
14523	402	1
10653	674	1
10653	47	1
1198	43	1
1198	407	1
18042	257	1
18042	404	1
12786	43	1
12786	404	1
5763	43	1
5763	404	1
10312	43	1
10312	404	1
3140	257	1
3140	404	1
8097	43	1
8097	404	1
22324	43	1
22324	404	1
2673	43	1
2673	404	1
21222	43	1
21222	404	1
14497	43	1
14497	77	1
14470	403	1
14470	406	1
4330	47	1
4330	77	1
2727	43	1
2727	77	1
13377	403	1
13377	406	1
1076	401	1
1076	403	1
10761	77	1
10761	674	1
22152	506	1
22152	48	1
22152	401	1
16947	82	1
16947	403	1
16947	47	1
7150	506	1
7150	82	1
7150	403	1
6009	506	1
6009	82	1
6009	403	1
21683	506	1
21683	82	1
21683	403	1
5018	506	1
5018	82	1
5018	403	1
17089	506	1
17089	82	1
17089	403	1
20884	47	1
20884	404	1
21231	403	1
21231	405	1
21231	404	1
1044	47	1
1044	403	1
1044	404	1
19344	47	1
19344	403	1
19344	404	1
10422	85	1
10422	403	1
13910	506	1
13910	404	1
6673	506	1
6673	47	1
14398	506	1
14398	403	1
16779	48	1
16779	403	1
16779	306	1
3404	48	1
3404	403	1
3404	404	1
13192	48	1
13192	403	1
13192	306	1
9883	48	1
9883	403	1
9883	306	1
16736	48	1
16736	403	1
16736	404	1
15614	48	1
15614	403	1
15614	306	1
10616	48	1
10616	404	1
10616	306	1
18350	48	1
18350	403	1
18350	306	1
9241	257	1
9241	47	1
11939	44	1
11939	402	1
23703	257	1
23703	46	1
21318	257	1
21318	405	1
21318	306	1
21318	406	1
3216	404	1
3216	76	1
3216	73	1
2192	77	1
2192	405	1
5327	404	1
5327	76	1
5327	73	1
19383	404	1
19383	76	1
19383	73	1
4673	76	1
4673	85	1
4673	405	1
4673	674	1
19692	85	1
19692	77	1
19692	406	1
12177	76	1
12177	85	1
12177	405	1
12177	674	1
1344	76	1
1344	85	1
1344	405	1
1344	674	1
1163	710	1
1163	948	1
1163	949	1
1163	411	1
20177	710	1
20177	948	1
20177	949	1
20177	411	1
352	710	1
352	948	1
352	949	1
352	411	1
14242	710	1
14242	948	1
14242	949	1
14242	411	1
13679	710	1
13679	948	1
13679	949	1
13679	411	1
3954	710	1
3954	948	1
3954	949	1
3954	411	1
21259	710	1
21259	948	1
21259	949	1
21259	411	1
9059	710	1
9059	948	1
9059	949	1
9059	411	1
22829	9	1
22829	950	1
23012	9	1
23012	10	1
23012	752	1
2015	9	1
2015	951	1
1949	239	1
1949	412	1
5414	237	1
5414	412	1
9482	213	1
9482	412	1
1201	213	1
1201	412	1
13185	213	1
13185	412	1
947	213	1
947	412	1
10055	213	1
10055	412	1
3946	952	1
3946	719	1
14711	952	1
14711	719	1
19984	952	1
19984	719	1
18392	952	1
18392	719	1
21094	952	1
21094	719	1
10203	952	1
10203	719	1
2676	952	1
2676	719	1
19370	952	1
19370	719	1
19666	952	1
19666	719	1
10467	415	1
10467	432	1
10995	415	1
10995	718	1
14903	415	1
14903	718	1
4306	415	1
4306	718	1
7786	415	1
7786	428	1
19158	415	1
